book,chapter,bullets,summary_sshleifer/distilbart-cnn-12-6,rouge1_precision_sshleifer/distilbart-cnn-12-6,rouge1_recall_sshleifer/distilbart-cnn-12-6,rouge1_fmeasure_sshleifer/distilbart-cnn-12-6,rouge2_precision_sshleifer/distilbart-cnn-12-6,rouge2_recall_sshleifer/distilbart-cnn-12-6,rouge2_fmeasure_sshleifer/distilbart-cnn-12-6,rougeL_precision_sshleifer/distilbart-cnn-12-6,rougeL_recall_sshleifer/distilbart-cnn-12-6,rougeL_fmeasure_sshleifer/distilbart-cnn-12-6
9781908541277,ch_12,"Depression and anxiety are common in patients with epilepsy, and have a significantly negative impact on quality of life. The potential benefit of treating depression and anxiety pharmacologically outweighs the risk of increased seizures. Psychosis is uncommon in patients with epilepsy, and generally occurs following a cluster of complex partial seizures. When psychotropic medications and antiepileptic drugs are coadministered, dosages may need to be adjusted because of potential pharmacokinetic interactions. Patients should be encouraged to work whenever possible, and to seek legal help if they encounter discrimination in the workplace. Legal restrictions on driving for people with epilepsy vary; clinicians should be aware of the relevant laws in their place of practice, and must clearly document their discussion with patients. Patients with epilepsy may have difficulty in finding affordable life insurance. Patients should be counseled on lifestyle modifications that reduce the risk of provoking seizures without unduly limiting activities."," Depression is the most prevalent psychiatric condition in patients with epilepsy. Depression is under-recognized and, when diagnosed, often undertreated. Suicide rate in depressed patients with epilepsy is five times higher than that in the general population. SSRIs and benzodiazepines are most often used, but no studies in patients with epilepsy have been reported. Patients with epilepsy may be unable to find affordable life insurance, particularly if applying for individual policy.",0.49295774647887325,0.2348993288590604,0.3181818181818182,0.18571428571428572,0.08783783783783784,0.11926605504587157,0.323943661971831,0.15436241610738255,0.2090909090909091
9781910797907,chp6,"The burden of transfusions in pyruvate kinase (PK) deficiency is quite variable and depends on both patient and provider factors. The decision for transfusion therapy relates to the patient's tolerance of anemia rather than an arbitrary level of hemoglobin. Some patients with PK deficiency may tolerate a lower level of hemoglobin than those with other anemias due to increased red cell 2,3-diphosphoglycerate. Splenectomy is beneficial in increasing the hemoglobin level and decreasing the need for transfusions in most patients with PK deficiency. Given the potential risks associated with splenectomy, physicians should participate in shared decision making with their patients to determine whether to pursue splenectomy and at what age. The risk of post-splenectomy thrombosis in PK deficiency is similar (approximately 10%) to other non-malignant hematologic conditions."," The main focus of care for pyruvate kinase (PK) deficiency is with supportive therapies. Red blood cell transfusions are frequently used to support patients with PK deficiency. There is no set standard with regard to transfusions for patients with PK deficiency because the degree of anemia and associated symptoms differ so much between affected individuals. The decision to opt for transfusion therapy is based on a patient's tolerance of anemia rather than on an arbitrary level of hemoglobin. Splenectomy in young children is associated with an increased risk of post-splenectomy sepsis, while a delay in splenectomy in patients who receive regular transfusions is associated with increased iron loading.",0.5636363636363636,0.4732824427480916,0.5145228215767634,0.24770642201834864,0.2076923076923077,0.22594142259414227,0.3181818181818182,0.26717557251908397,0.2904564315352697
9781908541277,ch_8,"Sixteen new antiepileptic drugs (AEDs) have been approved for the treatment of epilepsy since the late 1980s. AEDs differ substantially in their mechanisms of action, spectra of activity, and pharmacokinetic and side-effect profiles. This wider choice of AEDs permits pharmacological treatment to be better matched to the individual patient's circumstances."," Carbamazepine (CBZ) was synthesized by Schindler at Geigy in the lab. CBZ increases clearance of perampanel (PER) by up to threefold. CBZ is the oldest AED in common clinical use. Phenobarbital (PB), synthesized in 1911, is better tolerated than parenteral PHT. VPA is now established as effective over the complete range of seizure types. Eslicarbazepine acetate (ESL) is a third-generation novel voltage-gated sodium-channel blocker. Gabapentin (GBP) may exacerbate myoclonic jerks and generalized absences. The risk of severe skin reaction may be as high as 1 in 1000 adults and 1 in 100 children. Levetiracetam (LEV) may be used in high doses. TGB is available as an add-on therapy in the U.S. and Europe. ZNS is available in the UK and Scotland.",0.10317460317460317,0.25,0.14606741573033707,0.0,0.0,0.0,0.07936507936507936,0.19230769230769232,0.11235955056179774
9781910797006,ch08,"Acute exacerbations of COPD are common and place a huge burden on healthcare resources. The main etiologic factors in acute exacerbations are bacterial infection, respiratory viruses and air pollution. Treatment includes oxygen, increased use of bronchodilators, antibiotics and short-term oral glucocorticosteroids. Exacerbations can be prevented by inhaled corticosteroids and vaccination against influenza. Most exacerbations of COPD are managed at home, but those with suspected respiratory failure should be admitted to hospital. Non-invasive ventilation has been shown to reduce mortality in patients with acute-on-chronic respiratory failure."," In an average UK Health Authority with a population of 250 000, there will be 14 200 consultations with a primary care physician and 680 hospital admissions for exacerbations of COPD each year. In the UK, respiratory admissions account for 25% of all acute emergency admissions, and COPD accounts for more than half of these, representing more than 2.2-2.5 exacerbations per year. There is now evidence that a range of drugs including long-acting beta-agonists (LABAs), inhaled corticosteroids and long-acting anticholinergic agents can reduce the frequency of exacerbations. The role of intravenous aminophylline in the treatment of COPD exacerbations is controversial. The role of antibiotics in exacerbations of exacerbations should be changed to a broader spectrum antibiotic.",0.2540983606557377,0.34831460674157305,0.29383886255924174,0.05785123966942149,0.07954545454545454,0.06698564593301434,0.13934426229508196,0.19101123595505617,0.16113744075829384
9781910797105,ch06,"People with schizophrenia exhibit gray matter reductions in the prefrontal, superior temporal and inferior parietal heteromodal cortices. People with schizophrenia have decreased volume of subcortical structures, including the amygdala, hippocampus, parahippocampus and thalamus. A subgroup of patients may exhibit progressive changes in brain structure over the course of their illness. Men with schizophrenia have been found to have greater volume reductions in the temporal lobes than women. Hallucinations, delusions and positive formal thought disorder are associated with decreased volume of the superior temporal gyrus. Diffusion tensor imaging studies support the hypothesis that schizophrenia is characterized by abnormal connections among cortical and subcortical structures."," Our knowledge of the neuroanatomy of schizophrenia is derived from four major sources. Structural imaging has been most extensively used to examine the brains of people with schizophrenia. The advent of magnetic resonance imaging (MRI) enabled investigators to overcome limitations of CT scanning. People with schizophrenia exhibit decreased volume of the neocortex, by about 5%. People with schizophrenia with persistent negative symptoms have decreased fractional anisotropy in fiber tracts associated with social cognition.",0.410958904109589,0.2912621359223301,0.3409090909090909,0.16666666666666666,0.11764705882352941,0.13793103448275862,0.2328767123287671,0.1650485436893204,0.19318181818181818
9783318068207,hh-5,"Comprehensive genomic profiles offer a complete evaluation of the genomic landscape of each tumor. The interpretation of the different variants reported, with attention focused on their clinical significance and usefulness for cancer patients, can support oncologists to make informed cancer treatment decisions. The clinical and pathological significance of several molecular variants, including SNVs, CNVs and indels, remains unknown. Some therapies are indicated for MSI-H cancer, and others are in clinical trials. Careful attention should be paid to the accuracy of the MMR evaluation (IHC, PCR or NGS). WES or wide gene panels may be employed to assess TMB status to guide immunotherapy decisions. RNA-based molecular approaches play a pivotal role in the identification of targetable gene fusions and splice variants."," The adoption of broad NGS gene panels may support the administration of immunotherapy drugs in patients harboring high TMB. Hybrid capture-based CGP, an ultra-sensitive assay, can be used to detect variants even in specimens with low tumor purity (a low proportion of tumor cells) CGP offers a complete evaluation of the genomic landscape of each tumor for both prognostic and predictive purposes. Implementation of CGP in clinical practice is limited by issues such as costs, turnaround time, sensitivity, specificity and bioinformatics pipelines. SNVs, CNVs and NGS panels are now being used to assess MSI-H or dMMR status. The nCounter Analysis System can identify gene fusions and splice variants simultaneously.",0.4732142857142857,0.4344262295081967,0.45299145299145294,0.18018018018018017,0.1652892561983471,0.17241379310344826,0.24107142857142858,0.22131147540983606,0.23076923076923075
9781910797105,ch04,"Having a close relative with schizophrenia increases one's own risk 15-fold. Identical twins show a 45% concordance rate. Individual vulnerability genes exist, which are each of small effect and interact with other genes and with environmental factors. A growing number of susceptibility genes have been identified, some of which also predispose to bipolar disorder. Copy number variants are rare major genetic risk factors for schizophrenia and other neurodevelopmental disorders."," The biggest single clue we have about the cause of schizophrenia is that it often runs in families. Until relatively recently it was disputed whether or not this family clustering was truly a genetic effect. Like most disorders, schizophrenia results from interaction of genes and environment. Genetic mutations are rare and can be harmful. Copy number variants (CNVs) are a more recent discovery and involve duplications or deletions of sections of DNA. It is thought that approximately 2% of people with schizophrenia have CNVs. The children of mothers with schizophrenia have a sixfold increased risk of bipolar disorder.",0.2755102040816326,0.38028169014084506,0.31952662721893493,0.061855670103092786,0.08571428571428572,0.0718562874251497,0.12244897959183673,0.16901408450704225,0.14201183431952663
9781910797006,ch03,"COPD occurs, though less commonly, in those who do not smoke. Usually (in 80% of patients) there is a significant smoking history of at least 20 pack-years. For those with lesser smoking histories or for younger individuals, consider an alternative diagnosis or a genetic predisposition (exempli gratia alpha1-antitrypsin deficiency). The most common symptom in COPD is breathlessness on exertion. Dyspnea may be discounted by patients until disease is severe, as breathlessness can be avoided by restricting activity. Physical signs often present only at an advanced stage of the disease. Clinical indicators include signs of overinflation, prominent use of accessory muscles of respiration, weight loss, expiratory wheeze, cyanosis, peripheral edema and raised jugular venous pressure. These are usually apparent only in severe disease. The systemic effects of COPD result in a number of comorbidities that impact on the morbidity and mortality of the disease. The full spectrum of COPD can now be better identified using new classifications of disease that take into account symptoms and exacerbation risk in addition to airflow limitation."," The characteristic symptom of COPD is breathlessness on exertion, sometimes accompanied by wheeze and cough, which is often, but not invariably, productive. Breathlessness is the symptom that commonly causes the patient to seek medical attention, and it is usually the most disabling. Cough and sputum production is a common, though not universal, feature of COPD. COPD is most common among smokers and after the age of 40. COPD should be diagnosed early in the course of the disease. Cardiovascular disease is the most common comorbidity in patients with COPD. The most recent classification takes into account symptoms and exacerbation risk in addition to airflow limitation.",0.5047619047619047,0.3063583815028902,0.381294964028777,0.21153846153846154,0.12790697674418605,0.15942028985507245,0.3238095238095238,0.19653179190751446,0.2446043165467626
9781908541406,ch_6,"Thrombocytopenia may occur with some inherited disorders of platelet function, such as the Bernard-Soulier, gray platelet and Wiskott-Aldrich syndromes. Inhibitors of platelet function, such as acetylsalicylic acid (ASA, aspirin), should be avoided in individuals with disorders of platelet function and those with thrombocytopenia. In immune thrombocytopenia, bleeding is uncommon if the platelet count exceeds 10 x 10 /L and aggressive interventions (exempli gratia high-dose corticosteroids, splenectomy) are not usually indicated. Gestational thrombocytopenia is common and requires no treatment, but it must be distinguished from primary immune thrombocytopenia. Platelet transfusion has limited indications and should be used sparingly, because it may transmit infection or sensitize the recipient to platelet antigens."," Some congenital platelet disorders are also associated with morphologically abnormal platelets and thrombocytopenia. Bernard-Soulier syndrome is due to mutations in membrane glycoproteins, storage granules and dense bodies. Patients with inherited platelet function defects should avoid ASA (aspirin) and other drugs that alter platelet function. An acute decline in platelet count in a patient undergoing treatment for cardiac, rheumatologic or infectious disease suggests that a drug may be responsible. The American Society of Hematology's 2011 evidence-based guidelines do not recommend a bone marrow examination in patients newly diagnosed with primary immune thrombotic microangiopathies. Patients with hepatitis C virus (HCV) should be screened for HLA-matched platelets.",0.35185185185185186,0.3392857142857143,0.34545454545454546,0.06542056074766354,0.06306306306306306,0.06422018348623854,0.18518518518518517,0.17857142857142858,0.18181818181818182
9781908541277,ch_6,Epilepsy has many underlying etiologies. A wide range of conditions can mimic epileptic seizures. A witness's account is essential for accurate diagnosis of epilepsy and classification of seizures. Electroencephalography can support diagnosis and help with the classification of seizures and syndromes. Structural brain imaging is essential in the diagnostic work-up for patients with seizures suspected of having a focal onset. MRI is the imaging modality of choice for detecting structural abnormalities in the brain. Functional neuroimaging techniques are mainly used as supplementary investigations in patients being considered for epilepsy surgery., The diagnosis of epilepsy relies on the correct classification of epileptic seizures and epilepsy syndromes. Epilepsy is not a single disease but an extensive collection of conditions with a wide range of underlying etiologies and pathologies. A wide range of conditions can mimic epileptic seizures and must be considered in the differential diagnosis. An MRI scan should be repeated periodically if there is one of the following. suspicion of a tumor. worsening in the patient's neurological or cognitive function. increase in the frequency or severity of the seizures.,0.48314606741573035,0.4673913043478261,0.47513812154696133,0.17045454545454544,0.16483516483516483,0.16759776536312848,0.24719101123595505,0.2391304347826087,0.2430939226519337
